AphiaID_accepted,ScientificName_accepted,obis_records,inf_epi,plank_larv,Bedrock,Cobbles,Large_VLarge_Boulders,Small_Boulders,Mud,Muddy_gravel,Muddy_sand,Sandy_mud,Coarse_sand,Fine_sand,Other_species,Pebbles,Artificial,Caves,Overhangs,Gravel_shingle,Algae,Mixed,Salt_marsh,Seagrass,Biogenic_reef,Under_boulders,Crevices,Rockpools,Pelagic,Mud_grav_sand,Sand_grav_mud,Maerl,Clay,Gravel_sand,Mud_sand_gravel,Strandline,biotic_SpeciesName,biotic_AphiaID,Phylum,Class,Order,Family
124465,Leptosynapta inhaerens,2499,NA,No,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leptosynapta inhaerens,124465,Echinodermata,Holothuroidea,Apodida,Synaptidae
107387,Liocarcinus depurator,5233,Both,Yes,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liocarcinus depurator,107387,Arthropoda,Malacostraca,Decapoda,Polybiidae
140262,Littorina littorea,7566,Epifaunal,Yes,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Littorina littorea,140262,Mollusca,Gastropoda,Littorinimorpha,Littorinidae
880017,Limecola balthica,76478,Infaunal,Yes,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macoma balthica,141579,Mollusca,Bivalvia,Cardiida,Tellinidae
107397,Macropipus tuberculatus,1020,Epifaunal,Yes,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macropipus tuberculatus,107397,Arthropoda,Malacostraca,Decapoda,Polybiidae
130271,Magelona mirabilis,9744,Infaunal,Yes,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magelona mirabilis,130271,Annelida,Polychaeta,NA,Magelonidae
107350,Maja squinado,1274,Epifaunal,Yes,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maja squinado,107350,Arthropoda,Malacostraca,Decapoda,Majidae
129892,Mediomastus fragilis,13573,Epifaunal,Yes,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mediomastus fragilis,129892,Annelida,Polychaeta,NA,Capitellidae
100982,Metridium senile,1768,Epifaunal,Yes,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metridium senile,100982,Cnidaria,Anthozoa,Actiniaria,Metridiidae
140467,Modiolus modiolus,3619,Both,Yes,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Modiolus modiolus,140467,Mollusca,Bivalvia,Mytilida,Mytilidae
103788,Molgula manhattensis,1635,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Molgula manhattensis,103788,Chordata,Ascidiacea,Stolidobranchia,Molgulidae
148714,Morchellium argus,335,Epifaunal,Yes,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morchellium argus,148714,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae
140472,Musculus discors,1742,Epifaunal,No,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Musculus discors,140472,Mollusca,Bivalvia,Mytilida,Mytilidae
140430,Mya arenaria,38857,Infaunal,Yes,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mya arenaria,140430,Mollusca,Bivalvia,Myida,Myidae
345281,Kurtiella bidentata,51413,Infaunal,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mysella bidentata,140380,Mollusca,Bivalvia,Galeommatida,Lasaeidae
140480,Mytilus edulis,72568,Epifaunal,Yes,1,NA,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Mytilus edulis,140480,Mollusca,Bivalvia,Mytilida,Mytilidae
130387,Neanthes fucata,158,Both,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neanthes fucata,130387,Annelida,Polychaeta,Phyllodocida,Nereididae
100906,Nematostella vectensis,169,Both,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nematostella vectensis,100906,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae
117809,Nemertesia antennina,1847,Epifaunal,Yes,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nemertesia antennina,117809,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae
117815,Nemertesia ramosa,925,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nemertesia ramosa,117815,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae
235385,Novocrania anomala,333,Epifaunal,Yes,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neocrania anomala,104051,Brachiopoda,Craniata,Craniida,Craniidae
120136,Neomysis integer,4391,Epifaunal,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Neomysis integer,120136,Arthropoda,Malacostraca,Mysida,Mysidae
124685,Neopentadactyla mixta,247,Infaunal,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Neopentadactyla mixta,124685,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae
107254,Nephrops norvegicus,25065,Infaunal,Yes,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nephrops norvegicus,107254,Arthropoda,Malacostraca,Decapoda,Nephropidae
130357,Nephtys cirrosa,18866,Infaunal,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nephtys cirrosa,130357,Annelida,Polychaeta,Phyllodocida,Nephtyidae
130359,Nephtys hombergii,50084,Infaunal,Yes,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nephtys hombergii,130359,Annelida,Polychaeta,Phyllodocida,Nephtyidae
140403,Nucella lapillus,23945,Epifaunal,Unknown,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Nucella lapillus,140403,Mollusca,Gastropoda,Neogastropoda,Muricidae
140589,Nucula nitidosa,11526,Infaunal,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nucula nitidosa,140589,Mollusca,Bivalvia,Nuculida,Nuculidae
140592,Nucula sulcata,1041,Infaunal,Unknown,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Nucula sulcata,140592,Mollusca,Bivalvia,Nuculida,Nuculidae
117389,Obelia longissima,960,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Obelia longissima,117389,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae
125131,Ophiothrix fragilis,4858,Epifaunal,Yes,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Ophiothrix fragilis,125131,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae
124913,Ophiura albida,24253,Epifaunal,Unknown,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ophiura albida,124913,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae
689176,Phorcus lineatus,980,Epifaunal,Yes,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Osilinus lineatus,141827,Mollusca,Gastropoda,Trochida,Trochidae
140658,Ostrea edulis,1118,Epifaunal,Yes,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostrea edulis,140658,Mollusca,Bivalvia,Ostreida,Ostreidae
130544,Owenia fusiformis,16223,Infaunal,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Owenia fusiformis,130544,Annelida,Polychaeta,NA,Oweniidae
140266,Melarhaphe neritoides,602,Epifaunal,Unknown,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paludinella litorina,140266,Mollusca,Gastropoda,Littorinimorpha,Littorinidae
140684,Patella ulyssiponensis,225,Epifaunal,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patella ulyssiponensis,140684,Mollusca,Gastropoda,NA,Patellidae
140685,Patella vulgata,1878,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Patella vulgata,140685,Mollusca,Gastropoda,NA,Patellidae
140712,Pecten maximus,1257,Epifaunal,Yes,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecten maximus,140712,Mollusca,Bivalvia,Pectinida,Pectinidae
111082,Pentapora fascialis,858,Epifaunal,Yes,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pentapora fascialis,111082,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae
140744,Philine aperta,4591,Infaunal,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philine aperta,140744,Mollusca,Gastropoda,Cephalaspidea,Philinidae
140770,Pholas dactylus,95,Infaunal,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pholas dactylus,140770,Mollusca,Bivalvia,Myida,Pholadidae
107188,Pisidia longicornis,9621,Epifaunal,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pisidia longicornis,107188,Arthropoda,Malacostraca,Decapoda,Porcellanidae
131141,Polydora ciliata,6130,Epifaunal,Yes,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polydora ciliata,131141,Annelida,Polychaeta,Spionida,Spionidae
555935,Spirobranchus triqueter,8860,Epifaunal,Yes,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomatoceros triqueter,131027,Annelida,Polychaeta,Sabellida,Serpulidae
107682,Processa canaliculata,1035,Both,Unknown,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,Processa canaliculata,107682,Arthropoda,Malacostraca,Decapoda,Processidae
100913,Protanthea simplex,184,Epifaunal,Yes,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protanthea simplex,100913,Cnidaria,Anthozoa,Actiniaria,Gonactiniidae
124319,Psammechinus miliaris,6016,Epifaunal,Yes,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Psammechinus miliaris,124319,Echinodermata,Echinoidea,Camarodonta,Parechinidae
130866,Sabellaria alveolata,2379,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sabellaria alveolata,130866,Annelida,Polychaeta,NA,Sabellariidae
130867,Sabellaria spinulosa,7751,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sabellaria spinulosa,130867,Annelida,Polychaeta,NA,Sabellariidae
139488,Scaphander lignarius,460,NA,Unknown,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scaphander lignarius,139488,Mollusca,Gastropoda,Cephalaspidea,Scaphandridae
130537,Scoloplos armiger,58039,Infaunal,Yes,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scoloplos armiger,130537,Annelida,Polychaeta,NA,Orbiniidae
106210,Semibalanus balanoides,5130,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Semibalanus balanoides,106210,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae
131051,Serpula vermicularis,686,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serpula vermicularis,131051,Annelida,Polychaeta,Sabellida,Serpulidae
117913,Sertularia cupressina,1950,Epifaunal,No,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sertularia cupressina,117913,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae
131183,Spio filicornis,11687,Infaunal,Yes,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spio filicornis,131183,Annelida,Polychaeta,Spionida,Spionidae
131187,Spiophanes bombyx,39758,Infaunal,Yes,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiophanes bombyx,131187,Annelida,Polychaeta,Spionida,Spionidae
140301,Spisula solida,3541,Infaunal,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spisula solida,140301,Mollusca,Bivalvia,Venerida,Mactridae
103220,Talitrus saltator,136,Both,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Talitrus saltator,103220,Arthropoda,Malacostraca,Amphipoda,Talitridae
146907,Fabulina fabula,20646,Infaunal,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tellina fabula,141587,Mollusca,Bivalvia,Cardiida,Tellinidae
141639,Tenellia adspersa,165,Epifaunal,Yes,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tenellia adspersa,141639,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae
141662,Thyasira flexuosa,11255,Infaunal,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thyasira flexuosa,141662,Mollusca,Bivalvia,Lucinida,Thyasiridae
141663,Thyasira gouldi,478,Infaunal,No,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thyasira gouldi,141663,Mollusca,Bivalvia,Lucinida,Thyasiridae
124670,Thyone fusus,945,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thyone fusus,124670,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae
117994,Tubularia indivisa,1010,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tubularia indivisa,117994,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae
146830,Oshurkovia littoralis,62,Epifaunal,Yes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Umbonula littoralis,111586,Bryozoa,Gymnolaemata,Cheilostomatida,Umbonulidae
100834,Urticina felina,2184,Epifaunal,Yes,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urticina felina,100834,Cnidaria,Anthozoa,Actiniaria,Actiniidae
181364,Venerupis corrugata,3035,Infaunal,Yes,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Venerupis senegalensis,146955,Mollusca,Bivalvia,Venerida,Veneridae
111673,Victorella pavida,39,Epifaunal,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victorella pavida,111673,Bryozoa,Gymnolaemata,Ctenostomatida,Victorellidae
